445135.96875,3945905.5,296.49,-9
445135.96875,3945905.5,296.49,-9
445135.96875,3945905.5,296.51,-9
445135.96875,3945905.5,296.51,-9
445135.96875,3945905.5,296.52,-9
445135.96875,3945905.5,296.52,-9
445135.96875,3945905.5,296.52,-9
445135.96875,3945905.5,296.52,-9
445135.96875,3945905.5,296.52,-9
445135.96875,3945905.5,296.52,-9
445135.96875,3945905.5,296.52,-9
445135.96875,3945905.5,296.52,-9
445135.96875,3945905.5,296.52,-9
445135.96875,3945905.5,296.52,-9
445135.96875,3945905.5,296.51,-9
445135.96875,3945905.5,296.51,-9
445135.96875,3945905.5,296.52,-9
445135.96875,3945905.5,296.52,-9
445135.96875,3945905.5,296.53,-9
445135.96875,3945905.5,296.53,-9
445135.96875,3945905.5,296.53,-9
445135.96875,3945905.5,296.53,-9
445135.96875,3945905.5,296.54,-9
445135.96875,3945905.5,296.54,-9
445135.96875,3945905.5,296.56,-9
445135.96875,3945905.5,296.56,-9
445135.96875,3945905.5,296.60,-9
445135.96875,3945905.5,296.60,-9
445135.96875,3945905.5,296.63,-9
445135.96875,3945905.5,296.63,-9
445135.96875,3945905.5,296.67,-9
445135.96875,3945905.5,296.67,-9
445135.96875,3945905.5,296.71,-9
445135.96875,3945905.5,296.71,-9
445135.96875,3945905.5,296.67,-9
445135.96875,3945905.5,296.67,-9
445135.96875,3945905.5,296.73,-9
445135.96875,3945905.5,296.73,-8
445135.96875,3945905.5,296.79,-6
445135.96875,3945905.5,296.79,-6
445135.96875,3945905.5,296.84,-6
445135.96875,3945905.5,296.84,-6
445135.96875,3945905.5,296.88,-4
445135.96875,3945905.5,296.88,-4
445135.96875,3945905.5,296.64,-3
445135.96875,3945905.5,296.64,-3
445135.96875,3945905.5,296.67,-3
445135.96875,3945905.5,296.67,-3
445135.96875,3945905.5,296.69,-2
445135.96875,3945905.5,296.69,-2
445135.96875,3945905.5,296.68,0
445135.96875,3945905.5,296.68,0
445135.96875,3945905.5,296.66,1
445135.96875,3945905.5,296.66,1
445135.96875,3945905.5,296.47,1
445135.96875,3945905.5,296.47,1
445135.96875,3945905.5,296.43,1
445135.96875,3945905.5,296.43,1
445135.96875,3945905.5,296.41,1
445135.96875,3945905.5,296.41,1
445135.96875,3945905.5,296.38,1
445135.96875,3945905.5,296.38,1
445135.625,3945905.75,296.34,1
445135.625,3945905.75,296.34,1
445135.5625,3945905.75,296.30,1
445135.5625,3945905.75,296.30,2
445135.5,3945905.75,296.27,2
445135.5,3945905.75,296.27,2
445135.46875,3945905.75,296.24,2
445135.46875,3945905.75,296.24,2
445135.40625,3945905.75,296.21,2
445135.40625,3945905.75,296.21,2
445135.125,3945905.75,296.19,1
445135.125,3945905.75,296.19,1
445135.03125,3945906.0,296.16,1
445135.03125,3945906.0,296.16,1
445134.90625,3945906.0,296.15,0
445134.90625,3945906.0,296.15,0
445134.78125,3945906.0,296.13,0
445134.78125,3945906.0,296.13,0
445134.65625,3945906.0,296.12,0
445134.65625,3945906.0,296.12,0
445134.125,3945906.25,296.10,0
445134.125,3945906.25,296.10,0
445133.90625,3945906.5,296.09,0
445133.90625,3945906.5,296.09,0
445133.6875,3945906.5,296.08,0
445133.6875,3945906.5,296.08,0
445133.6875,3945906.5,296.08,1
445133.25,3945906.75,296.01,1
445133.25,3945906.75,296.01,1
445132.34375,3945907.25,295.99,1
445132.34375,3945907.25,295.99,1
445132.03125,3945907.25,295.95,1
445132.03125,3945907.25,295.95,1
445132.03125,3945907.25,295.95,1
445131.375,3945907.75,295.91,1
445131.375,3945907.75,295.91,1
445131.03125,3945907.75,295.86,1
445131.03125,3945907.75,295.86,1
445130.65625,3945908.0,295.84,1
445130.65625,3945908.0,295.84,1
445129.4375,3945908.5,295.81,0
445129.4375,3945908.5,295.81,0
445129.0,3945908.75,295.77,0
445129.0,3945908.75,295.77,0
445128.5625,3945909.0,295.81,0
445128.5625,3945909.0,295.81,0
445128.09375,3945909.25,295.78,0
445128.09375,3945909.25,295.78,0
445127.625,3945909.5,295.79,0
445127.625,3945909.5,295.79,0
445120.3125,3945912.0,295.75,0
445120.3125,3945912.0,295.75,0
445119.8125,3945912.25,295.71,0
445119.8125,3945912.25,295.71,0
445119.28125,3945912.5,295.71,1
445119.28125,3945912.5,295.71,1
445118.75,3945912.75,295.61,0
445118.75,3945912.75,295.61,0
445118.75,3945912.75,295.61,0
445118.75,3945912.75,295.61,0
445118.75,3945912.75,295.61,0
445115.40625,3945914.25,295.59,0
445115.40625,3945914.25,295.59,0
445115.40625,3945914.25,295.59,0
445115.40625,3945914.25,295.59,0
445113.46875,3945915.25,295.55,1
445113.46875,3945915.25,295.55,1
445112.9375,3945915.5,295.55,0
445112.9375,3945915.5,295.55,0
445112.4375,3945915.75,295.56,0
445112.4375,3945915.75,295.56,0
445111.9375,3945916.0,295.52,0
445111.9375,3945916.0,295.52,0
445111.4375,3945916.25,295.49,0
445111.4375,3945916.25,295.49,0
445110.84375,3945916.75,295.45,0
445110.84375,3945916.75,295.45,0
445110.34375,3945917.0,295.44,0
445110.34375,3945917.0,295.44,0
445109.90625,3945917.0,295.46,0
445109.90625,3945917.0,295.46,0
445109.40625,3945917.25,295.46,0
445109.40625,3945917.25,295.46,0
445108.9375,3945917.5,295.46,0
445108.9375,3945917.5,295.46,0
445108.5,3945917.75,295.48,1
445108.5,3945917.75,295.48,1
445108.03125,3945918.0,295.45,2
445108.03125,3945918.0,295.45,2
445107.53125,3945918.25,295.40,2
445107.53125,3945918.25,295.40,2
445107.03125,3945918.5,295.40,2
445107.03125,3945918.5,295.40,2
445106.53125,3945918.75,295.36,2
445106.53125,3945918.75,295.36,2
445106.125,3945919.0,295.31,2
445106.125,3945919.0,295.31,2
445105.59375,3945919.25,295.30,2
445105.59375,3945919.25,295.30,2
445105.59375,3945919.25,295.30,2
445104.5625,3945919.75,295.19,2
445104.5625,3945919.75,295.19,2
445104.21875,3945919.75,295.22,2
445104.21875,3945919.75,295.22,2
445103.6875,3945920.0,295.16,2
445103.6875,3945920.0,295.16,2
445103.125,3945920.25,295.12,2
445103.125,3945920.25,295.12,2
445103.125,3945920.25,295.12,2
